time,label,value
2022-07-22,q1,14.1281264317623
2022-07-29,q1,14.5584800078664
2022-08-05,q1,12.6648561738235
2022-08-12,q1,10.0840272641645
2022-08-19,q1,9.46868591551148
2022-08-26,q1,8.97163305394144
2022-09-02,q1,8.93490915987011
2022-09-09,q1,9.73184795527795
2022-09-16,q1,11.7013200898027
2022-09-23,q1,12.149601284027
2022-09-30,q1,11.2613268665485
2022-10-07,q1,10.2938078532366
2022-10-14,q1,10.2203958744086
2022-10-21,q1,9.68030368646424
2022-10-28,q1,10.4770053521251
2022-11-04,q1,11.2507727609543
2022-11-11,q1,11.571383605053
2022-11-18,q1,13.3532571777926
2022-11-25,q1,16.0917506001839
2022-12-02,q1,16.7650827563259
2022-12-09,q1,18.3576579239238
2022-12-16,q1,18.5095372442687
2022-12-23,q1,18.8308472047791
2021-01-01,q2,17.38663575264
2021-01-08,q2,18.1672861570459
2021-01-15,q2,17.8727588575699
2021-01-22,q2,18.5532084387997
2021-01-29,q2,17.6765571475155
2021-02-05,q2,17.2097838509598
2021-02-12,q2,18.060724924892
2021-02-19,q2,18.8149132926743
2021-02-26,q2,18.5576327880764
2021-03-05,q2,19.5606272041591
2021-03-12,q2,21.7783871718444
2021-03-19,q2,18.9972288463661
2021-03-26,q2,16.2101949514662
2021-04-02,q2,17.5463180723683
2021-04-09,q2,18.5791850231792
2021-04-16,q2,19.2079859577251
2021-04-23,q2,18.2731130438225
2021-04-30,q2,17.3584791970732
2021-05-07,q2,18.3629108651891
2021-05-14,q2,19.3518548320886
2021-05-21,q2,17.5717302611308
2021-05-28,q2,16.8541271808243
2021-06-04,q2,17.3345621000538
2021-06-11,q2,18.6958547717464
2021-06-18,q2,17.9120575107027
2021-06-25,q2,18.9445386777825
2021-07-02,q2,19.9179952592136
2021-07-09,q2,19.4222680527815
2021-07-16,q2,18.2289230725722
2021-07-23,q2,17.6664033570812
2021-07-30,q2,18.1214278748818
2021-08-06,q2,18.5537331191031
2021-08-13,q2,20.4024826357865
2021-08-20,q2,23.5895402084216
2021-08-27,q2,23.3419017150626
2021-09-03,q2,22.8217300514199
2021-09-10,q2,21.6241235386736
2021-09-17,q2,21.5542939482935
2021-09-24,q2,22.3860039876816
2021-10-01,q2,21.0049555617628
2021-10-08,q2,18.0573368652863
2021-10-15,q2,18.5456040639293
2021-10-22,q2,19.2451829379955
2021-10-29,q2,18.9617112959536
2021-11-05,q2,18.6164519772334
2021-11-12,q2,18.4504527235363
2021-11-19,q2,18.8376266757694
2021-11-26,q2,19.997542824237
2021-12-03,q2,18.8805983557525
2021-12-10,q2,19.6477531561032
2021-12-17,q2,20.3181285007444
2021-12-24,q2,20.7710079862343
2021-12-31,q2,20.9107336645425
2022-01-07,q2,22.0610446808405
2022-01-14,q2,21.0079091915399
2022-01-21,q2,19.7113739195525
2022-01-28,q2,20.1595547691983
2022-02-04,q2,18.8706067656933
2022-02-11,q2,19.4028788177194
2022-02-18,q2,21.3082515730581
2022-02-25,q2,21.4238092674197
2022-03-04,q2,21.1352349248437
2022-03-11,q2,24.4212486638842
2022-03-18,q2,25.1465611771598
2022-03-25,q2,24.2900619929382
2022-04-01,q2,24.2720346194398
2022-04-08,q2,22.7629816733941
2022-04-15,q2,21.7276282518732
2022-04-22,q2,23.2427828334205
2022-04-29,q2,26.4487356135679
2022-05-06,q2,25.7766560276777
2022-05-13,q2,23.3050815487372
2022-05-20,q2,27.567430764136
2022-05-27,q2,23.0163532381272
2022-06-03,q2,21.916750823308
2022-06-10,q2,28.7299703852546
2022-06-17,q2,23.5195039834553
2022-06-24,q2,25.0146225646793
2022-07-01,q2,25.0290296295555
2022-07-08,q2,24.7156495398758
2022-07-15,q2,25.1352327771808
2022-07-22,q2,32.0122782256919
2022-07-29,q2,25.9137503935329
2022-08-05,q2,24.1375324102259
2022-08-12,q2,20.4842511445656
2022-08-19,q2,20.520014235216
2022-08-26,q2,21.7168234858448
2022-09-02,q2,19.0064306789217
2022-09-09,q2,19.8358174696636
2022-09-16,q2,24.1976731823396
2022-09-23,q2,22.2863299316743
2022-09-30,q2,22.1665979715373
2022-10-07,q2,21.2170809915153
2022-10-14,q2,20.727866612791
2022-10-21,q2,20.5328716712309
2022-10-28,q2,21.3759750247534
2022-11-04,q2,21.6426436849486
2022-11-11,q2,23.5050512915844
2022-11-18,q2,27.6882043043493
2022-11-25,q2,28.2554911115426
2022-12-02,q2,31.7915161651687
2022-12-09,q2,30.0518397413788
2022-12-16,q2,28.9590890230765
2022-12-23,q2,32.1967846740746
